ResponseId,Finished,Duration (in seconds),Status,SC0,gender,age,race,hispanic_origin,education,country_origin,region,politics,1_expert_trust,2_expert_trust,3_expert_trust,4_expert_trust,5_expert_trust,6_expert_trust,1_health_engagement,2_health_engagement,3_health_engagement,4_health_engagement,5_health_engagement,info_source,attention1,attention2,attention_meat_exp,attention_oil_inf,attention_meat_infl,attention_oil_exp,Q_RecaptchaScore,Q_DuplicateRespondent,complete,meat_exp_accurate,meat_exp_authentic,meat_exp_believable,dmy1_slp_accurate,dmy1_slp_authentic,dmy1_slp_believable,dmy2_wt_accurate,dmy2_wt_authentic,dmy2_wt_believable,oil_infl_accurate,post_oil_authentic,post_oil_believable,meat_infl_accurate,meat_infl_authentic,meat_infl_believable,oil_exp_accurate,oil_exp_authentic,oil_exp_believable,condition_sequence,order_pattern,post_meat_source,post_oil_source,keep_flag,expert_trust_index,health_engagement_index,meat_exp_cred,meat_infl_cred,meat_cred,oil_exp_cred,oil_infl_cred,oil_cred,age_group
R_3oF9yHcmYlDXgLy,1,628,0,0,1,Under18,1,2,1,1,4,7,6,1,7,4,2,6,6,7,6,6,6,1,4,3,1,1,,,0.800000011920929,,1,2,2,7,2,4,4,7,4,4,2,4,4,,,,,,,expert_meat_influencer_oil,ftft,expert,influencer,1,4,6.2,3.66666666666667,,3.66666666666667,,3.33333333333333,3.33333333333333,55+
R_7M4mVEAOISbplCs,1,18,0,0,1,Under18,2,,,,,,,,,,,,,,,,,,,,,,,,0.300000011920929,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,55+
R_3zp4r8wXhUm5qts,1,17,0,0,1,Under18,2,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,55+
R_7cZB7YzeeInsvFJ,1,35,0,0,1,25-34,,,,,,,,,,,,,,,,,,,,,,,,,0.800000011920929,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_1G8oFTSIItfU5KB,1,19,0,0,1,18-24,2,,,,,,,,,,,,,,,,,,,,,,,,0.899999976158142,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_51tB5Fg5tPGNxn3,1,53,0,0,1,55-64,2,,,,,,,,,,,,,,,,,,,,,,,,0.800000011920929,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,55+
R_5mrdeg3n1ebyHOF,1,12,0,0,1,18-24,2,,,,,,,,,,,,,,,,,,,,,,,,0.899999976158142,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_57NHf6ycfht5T5T,1,17,0,0,1,18-24,2,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_6OlQBzyv9DcgDAD,1,113,0,0,1,Under18,2,,,,,,,,,,,,,,,,,,,,,,,,0.899999976158142,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,55+
R_5CPzLKjlm2CKgTD,1,15,0,0,2,18-24,2,,,,,,,,,,,,,,,,,,,,,,,,0.899999976158142,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_1OOXMDW2VpTCpJi,1,11,0,0,2,Under18,2,,,,,,,,,,,,,,,,,,,,,,,,0.600000023841858,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,55+
R_1qX6Qz25WWH2sFT,1,23,0,0,2,Under18,2,,,,,,,,,,,,,,,,,,,,,,,,0.899999976158142,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,55+
R_6IjhOETjk0Qfn7X,1,12,0,0,1,18-24,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_6scdebADIyQcZki,1,19,0,0,1,25-34,,,,,,,,,,,,,,,,,,,,,,,,,0.800000011920929,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_7X5AyxAtKMUeKQN,1,33,0,0,1,18-24,,,,,,,,,,,,,,,,,,,,,,,,,0.899999976158142,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_5s0v0mLr1SLxUyr,1,14,0,0,1,25-34,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_7g2b62z3YVwdA2H,1,26,0,0,1,18-24,2,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_5C6GQHSZtaNjWff,1,14,0,0,2,25-34,,,,,,,,,,,,,,,,,,,,,,,,,0.800000011920929,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_68BvRNYzM1YZKid,1,23,0,0,1,25-34,,,,,,,,,,,,,,,,,,,,,,,,,0.800000011920929,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_5BfBkfXxxR4DMQi,1,47,0,0,1,18-24,2,,,,,,,,,,,,,,,,,,,,,,,,0.800000011920929,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_3nN5kfD5ZxSmX7o,1,40,0,0,2,Under18,2,,,,,,,,,,,,,,,,,,,,,,,,0.899999976158142,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,55+
R_3wjkQI968VRyuVH,1,11,0,0,2,25-34,,,,,,,,,,,,,,,,,,,,,,,,,0.899999976158142,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_5Mh7kuFeDBtKMDy,1,12,0,0,1,18-24,2,,,,,,,,,,,,,,,,,,,,,,,,0.800000011920929,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_3SJsWH0MjFAwvIa,1,18,0,0,1,25-34,,,,,,,,,,,,,,,,,,,,,,,,,0.800000011920929,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_3XFUfQpmOEDT6OB,1,16,0,0,1,18-24,2,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_7jeUQUkr5w5Me3x,1,18,0,0,1,18-24,2,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_63FMvuWijeNmJ69,1,22,0,0,1,55-64,2,,,,,,,,,,,,,,,,,,,,,,,,0.800000011920929,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,55+
R_7dMF59yU4PuBx4p,1,29,0,0,2,55-64,4,2,5,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,55+
R_7gcjo2spAN3Nb5w,1,26,0,0,2,45-54,2,,,,,,,,,,,,,,,,,,,,,,,,0.800000011920929,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,35-54
R_6nIkHNpyAEc9OSZ,1,16,0,0,2,45-54,2,,,,,,,,,,,,,,,,,,,,,,,,0.800000011920929,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,35-54
R_3mDJaq7QaZRdGSd,1,29,0,0,1,25-34,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_1ERT75cilG3qvuM,1,171,0,0,1,18-24,2,,,,,,,,,,,,,,,,,,,,,,,,0.899999976158142,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_5rUHcmTYpE12HRH,1,44,0,0,2,45-54,2,,,,,,,,,,,,,,,,,,,,,,,,0.800000011920929,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,35-54
R_3jAHVfY3tcYyMWF,1,214,0,0,2,18-24,1,2,4,1,3,1,6,6,7,5,2,5,6,7,5,6,7,"1,2,6,5",4,3,,,1,1,0.800000011920929,,1,,,,4,3,3,7,7,7,,,,4,5,5,6,7,7,influencer_meat_expert_oil,tfft,influencer,expert,1,5.2,6.2,,4.66666666666667,4.66666666666667,6.66666666666667,,6.66666666666667,18-34
R_51uKrSFpYmwjIIa,1,36,0,0,2,45-54,2,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,35-54
R_74cSEkTXpzQwRdy,1,28,0,0,1,18-24,4,2,5,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_7coT6Gtq6Mciulz,1,15,0,0,1,25-34,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_6VHGmQbWhbfuOpu,1,8,0,0,1,25-34,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_50Ajyox2xUFEzuh,1,13,0,0,1,25-34,,,,,,,,,,,,,,,,,,,,,,,,,0.800000011920929,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_3FmNN3P2XKR8yeH,1,108,0,0,2,Under18,2,,,,,,,,,,,,,,,,,,,,,,,,0.800000011920929,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,55+
R_6flaVJiZKOe1mEI,1,151,0,0,2,45-54,2,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,35-54
R_1S9cQC6eICmPrwZ,1,22,0,0,2,25-34,,,,,,,,,,,,,,,,,,,,,,,,,0.800000011920929,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_6YmjhwmE4wgrqmh,1,27,0,0,1,45-54,2,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,35-54
R_7CBRDSNPdb1BXxe,1,11,0,0,2,25-34,,,,,,,,,,,,,,,,,,,,,,,,,0.899999976158142,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_50ZF4I7fiAnD17z,1,19,0,0,1,55-64,5,,,,,,,,,,,,,,,,,,,,,,,,0.800000011920929,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,55+
R_66fqv2WZCJAlWzU,1,20,0,0,1,35-44,2,,,,,,,,,,,,,,,,,,,,,,,,0.800000011920929,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,35-54
R_6P84Nsxw0uxOX7j,1,77,0,0,1,18-24,2,,,,,,,,,,,,,,,,,,,,,,,,0.800000011920929,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_7nDGRJMT3Z6NQQd,1,52,0,0,2,55-64,2,,,,,,,,,,,,,,,,,,,,,,,,0.800000011920929,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,55+
R_5q580Ab7nMobML7,1,73,0,0,2,45-54,2,,,,,,,,,,,,,,,,,,,,,,,,0.800000011920929,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,35-54
R_6ItqdAGGv8EevPu,1,7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.899999976158142,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,55+
R_71H8aW41DrJwwsm,1,12,0,0,1,18-24,2,,,,,,,,,,,,,,,,,,,,,,,,0.200000002980232,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_1r8KCQ9ucWV4tBG,1,27,0,0,2,45-54,1,2,5,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,35-54
R_7CjJC5qdWwFZiM1,1,38,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.800000011920929,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,55+
R_19tfykMDIqB9sZt,1,26,0,0,1,25-34,,,,,,,,,,,,,,,,,,,,,,,,,0.800000011920929,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_3HiCgzrGrw4MYXz,1,24,0,0,1,25-34,,,,,,,,,,,,,,,,,,,,,,,,,0.800000011920929,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_6YgWa1wte2bgWMp,1,48,0,0,1,25-34,,,,,,,,,,,,,,,,,,,,,,,,,0.800000011920929,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_3hF0ymxeNK51oHW,1,15,0,0,2,25-34,,,,,,,,,,,,,,,,,,,,,,,,,0.899999976158142,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_67fMhA85je25ncV,1,246,0,0,1,Under18,4,2,3,1,3,7,6,7,4,7,5,7,7,6,5,7,7,"4,6",4,3,1,1,,,0.800000011920929,,1,7,7,7,7,7,7,7,7,7,1,1,1,,,,,,,expert_meat_influencer_oil,tfft,expert,influencer,1,5.8,6.4,7,,7,,1,1,55+
R_3qrzwnfs8yua3x7,1,19,0,0,2,18-24,2,,,,,,,,,,,,,,,,,,,,,,,,0.800000011920929,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_35L9tjns5iXSqjt,1,14,0,0,2,18-24,2,,,,,,,,,,,,,,,,,,,,,,,,0.800000011920929,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_7Vgu330sQCH5iYj,1,10,0,0,1,25-34,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_7tgmXOquNE6KPzc,1,30,0,0,2,45-54,2,,,,,,,,,,,,,,,,,,,,,,,,0.800000011920929,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,35-54
R_7wrrU70QYvhMVsR,1,15,0,0,2,25-34,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_5zlaWFZuPKPu1u9,1,32,0,0,1,55-64,2,,,,,,,,,,,,,,,,,,,,,,,,0.899999976158142,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,55+
R_5YDOKpGwq684y9U,1,17,0,0,1,18-24,2,,,,,,,,,,,,,,,,,,,,,,,,0.800000011920929,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_1du0G3jaZCLqWNH,1,209,0,0,1,25-34,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_5bIfSyUOPoYcqi9,1,134,0,0,1,18-24,,,,,,,,,,,,,,,,,,,,,,,,,0.899999976158142,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_5UY45POl61E5tGK,1,30,0,0,1,25-34,,,,,,,,,,,,,,,,,,,,,,,,,0.800000011920929,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_7SQs5Rtanj1Leql,1,20,0,0,2,25-34,,,,,,,,,,,,,,,,,,,,,,,,,0.899999976158142,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_5KKTlG5MUWYHCMN,1,22,0,0,2,45-54,2,,,,,,,,,,,,,,,,,,,,,,,,0.5,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,35-54
R_1psRROyuy9Kw6ML,1,15,0,0,2,18-24,2,,,,,,,,,,,,,,,,,,,,,,,,0.800000011920929,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_5AZKOq305hodNoF,1,41,0,0,2,55-64,2,,,,,,,,,,,,,,,,,,,,,,,,0.899999976158142,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,55+
R_3EsXe2qGJL5paEt,1,44,0,0,1,25-34,,,,,,,,,,,,,,,,,,,,,,,,,0.800000011920929,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_6dEuRBhqripcseL,1,9,0,0,2,18-24,2,,,,,,,,,,,,,,,,,,,,,,,,0.800000011920929,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_6fxhL96dannJWsK,1,21,0,0,2,Under18,2,,,,,,,,,,,,,,,,,,,,,,,,0.800000011920929,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,55+
R_1x5niS8ErDJp2j7,1,26,0,0,1,25-34,,,,,,,,,,,,,,,,,,,,,,,,,0.899999976158142,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_5hsCBqxcQzqGwDj,1,70,0,0,2,18-24,2,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_3ohFisnh1ymm5lT,1,59,0,0,2,25-34,,,,,,,,,,,,,,,,,,,,,,,,,0.899999976158142,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_7MYDFvgen38B5MB,1,20,0,0,2,55-64,2,,,,,,,,,,,,,,,,,,,,,,,,0.800000011920929,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,55+
R_71BhpM6u2j2wx3t,1,43,0,0,1,Under18,2,,,,,,,,,,,,,,,,,,,,,,,,0.800000011920929,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,55+
R_6hzek08N2DK1nVT,1,17,0,0,2,18-24,2,,,,,,,,,,,,,,,,,,,,,,,,0.899999976158142,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_52K2DCTLVfxsLyD,1,13,0,0,1,18-24,2,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_1l4B5h5L8JB5DSZ,1,974,0,1,2,18-24,1,2,3,1,3,4,7,7,7,5,5,5,7,7,5,4,5,"1,3",4,1,,,1,1,1,,1,,,,4,4,3,4,3,2,,,,3,2,2,3,2,2,influencer_meat_expert_oil,ftft,influencer,expert,0,6.2,5.6,,2.33333333333333,2.33333333333333,2.33333333333333,,2.33333333333333,18-34
R_5me8h3KSQFJ3vLr,1,19,0,0,1,Under18,2,,,,,,,,,,,,,,,,,,,,,,,,0.800000011920929,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,55+
R_3RIJV9RvLJJBHnb,1,30,0,0,2,25-34,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_5ZEcxiPVcGp1FK2,1,1209,0,2,1,18-24,4,2,3,1,3,4,7,7,7,7,7,7,7,7,7,7,7,4,4,3,,,4,2,1,,1,,,,4,4,4,4,4,4,,,,4,4,4,4,4,4,influencer_meat_expert_oil,tfft,influencer,expert,1,7,7,,4,4,4,,4,18-34
R_3HkaSwRZB1vcweb,1,14,0,0,2,18-24,2,,,,,,,,,,,,,,,,,,,,,,,,0.800000011920929,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_5rfpTMaWkctW6B3,1,34,0,0,2,25-34,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_3HefORYfMuWuqsZ,1,2093,0,0,2,Under18,2,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,55+
R_3ccKDccPu5el8dU,1,87,0,0,2,55-64,2,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,55+
R_78MTC4MHsPvapaI,1,2751,0,0,2,18-24,2,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_6wN8EunlPvAE3lW,1,182,0,1,1,Under18,2,2,1,1,3,6,5,5,7,4,6,5,7,6,4,5,6,"4,6",4,3,1,2,,,0.899999976158142,,1,7,7,7,7,7,7,7,7,7,7,7,7,,,,,,,expert_meat_influencer_oil,tfft,expert,influencer,0,5.4,5.6,7,,7,,7,7,55+
R_12hukQpmNvch4g9,1,700,0,0,1,Under18,2,2,2,1,3,2,7,5,5,6,6,4,6,7,5,6,2,"2,3",4,3,1,1,,,0.600000023841858,,1,5,7,4,5,6,7,4,7,5,5,7,4,,,,,,,expert_meat_influencer_oil,ftft,expert,influencer,1,5.8,5.2,5.33333333333333,,5.33333333333333,,5.33333333333333,5.33333333333333,55+
R_6fwdrjSDyj7jLHl,1,199,0,4,1,25-34,2,2,2,1,1,5,4,4,5,3,2,3,4,4,3,3,5,1,1,5,5,3,,,0.800000011920929,,1,4,4,4,4,4,4,4,4,4,4,4,3,,,,,,,expert_meat_influencer_oil,tfft,expert,influencer,0,3.6,3.8,4,,4,,3.66666666666667,3.66666666666667,18-34
R_1lxHFDyWk2Y1S8g,1,411,0,1,1,45-54,4,2,5,1,4,2,7,7,7,7,7,7,7,7,7,7,7,"1,2,3,4,6,5",4,3,3,1,,,0.800000011920929,,1,7,7,7,7,7,7,7,7,7,7,7,7,,,,,,,expert_meat_influencer_oil,ftft,expert,influencer,0,7,7,7,,7,,7,7,35-54
R_7lJxkEIYoZOiqpH,1,389,0,0,1,55-64,2,2,5,1,4,2,6,6,5,4,1,7,4,6,4,7,6,"1,6",4,3,,,1,1,0.800000011920929,,1,,,,4,4,4,4,4,5,,,,5,5,5,4,5,5,influencer_meat_expert_oil,tfft,influencer,expert,1,4.4,5.4,,5,5,4.66666666666667,,4.66666666666667,55+
R_62joFN36r16xKN3,1,920,0,0,1,25-34,2,2,1,1,2,4,5,4,7,5,4,4,6,6,6,6,6,"1,3,6",4,3,,,1,1,0.899999976158142,,1,,,,5,4,5,6,6,7,,,,5,5,5,6,5,6,influencer_meat_expert_oil,ftft,influencer,expert,1,5,6,,5,5,5.66666666666667,,5.66666666666667,18-34
R_7WvUtYucC7cnkeR,1,197,0,1,1,25-34,5,2,2,1,4,5,7,6,3,4,3,6,6,6,5,2,1,"1,4",4,3,1,3,,,1,,1,5,6,7,2,3,1,4,6,2,5,1,2,,,,,,,expert_meat_influencer_oil,tfft,expert,influencer,0,4.6,4,6,,6,,2.66666666666667,2.66666666666667,18-34
R_1siQjcrb3Rzrp0C,1,562,0,2,1,25-34,2,2,4,1,4,2,7,5,5,6,4,6,6,7,6,5,5,"1,4,6",4,3,,,4,4,0.899999976158142,,1,,,,3,4,5,4,5,6,,,,5,5,6,2,4,5,influencer_meat_expert_oil,ftft,influencer,expert,1,5.4,5.8,,5.33333333333333,5.33333333333333,3.66666666666667,,3.66666666666667,18-34
R_3NXa2H5O9eYVQZx,1,498,0,2,1,25-34,2,2,1,1,1,4,5,4,7,5,1,7,5,5,5,5,5,1,4,1,1,5,,,0.899999976158142,,1,5,5,6,4,4,5,7,7,7,4,4,4,,,,,,,expert_meat_influencer_oil,ftft,expert,influencer,0,4.4,5,5.33333333333333,,5.33333333333333,,4,4,18-34
R_5DupOrdLXPvKiqq,1,807,0,1,1,25-34,4,2,5,1,4,6,7,5,7,7,7,6,5,6,7,6,7,"3,4",4,3,,,3,1,1,,1,,,,7,6,6,7,6,7,,,,7,6,7,7,6,7,influencer_meat_expert_oil,tfft,influencer,expert,1,6.6,6.2,,6.66666666666667,6.66666666666667,6.66666666666667,,6.66666666666667,18-34
R_1uPqqPXpAi5BfbQ,1,15,0,0,1,Under18,2,,,,,,,,,,,,,,,,,,,,,,,,0.899999976158142,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,55+
R_7OiZkHhrIJxShj1,1,547,0,0,1,55-64,2,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,55+
R_3E0xD5TaesP6dtm,1,19,0,0,1,Under18,2,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,55+
R_51bR3AvAD04ImSj,1,245,0,0,2,Under18,2,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,55+
R_7QVf5JfIcXtFmRX,1,21,0,0,1,Under18,2,,,,,,,,,,,,,,,,,,,,,,,,0.899999976158142,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,55+
R_3FhLgEAePfY0q5P,1,31,0,0,1,55-64,2,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,55+
R_3HoX56ECY5f4XfD,1,18,0,0,1,Under18,2,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,55+
R_6P8swokW5m8e5J7,1,85,0,0,1,18-24,2,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_3t39nLiCeVBcKv7,1,157,0,2,1,Under18,1,2,1,1,1,4,4,4,5,2,4,3,6,4,5,3,4,"3,4",4,3,2,4,,,1,,1,4,2,6,6,3,3,6,2,7,7,7,7,,,,,,,expert_meat_influencer_oil,tfft,expert,influencer,0,3.8,4.4,4,,4,,7,7,55+
R_1FLm3DByvl3r6lC,1,187,0,2,1,25-34,1,2,1,1,4,4,5,4,4,5,5,5,6,5,6,5,6,3,4,6,,,2,1,1,,1,,,,5,4,5,3,3,4,,,,5,4,5,5,5,4,influencer_meat_expert_oil,ftft,influencer,expert,0,4.6,5.6,,4.66666666666667,4.66666666666667,4.66666666666667,,4.66666666666667,18-34
R_51t9UMOh6qfAcIy,1,229,0,1,1,25-34,1,2,3,1,4,7,6,6,7,6,6,7,6,6,6,6,7,"1,3,4,6",4,3,1,3,,,0.899999976158142,,1,6,6,6,5,5,6,6,6,6,6,6,7,,,,,,,expert_meat_influencer_oil,ftft,expert,influencer,0,6.2,6.2,6,,6,,6.33333333333333,6.33333333333333,18-34
R_3B3xwfE20fHD0tu,1,504,0,0,1,55-64,1,2,2,1,4,6,5,6,6,5,5,7,5,5,5,5,6,"1,3",4,3,,,1,1,1,,1,,,,6,6,6,6,6,6,,,,6,6,6,6,6,6,influencer_meat_expert_oil,tfft,influencer,expert,1,5.4,5.2,,6,6,6,,6,55+
R_1lm0zhxTzOAmbIJ,1,842,0,1,1,55-64,1,2,6,1,1,4,6,6,6,4,1,4,3,5,3,5,5,"1,2,8",4,3,3,1,,,0.899999976158142,,1,4,5,5,4,4,4,5,5,5,5,5,5,,,,,,,expert_meat_influencer_oil,tfft,expert,influencer,0,4.6,4.2,4.66666666666667,,4.66666666666667,,5,5,55+
R_7CZt3hCOF69T3q3,1,670,0,0,1,25-34,1,2,6,1,4,7,6,5,7,6,4,7,6,7,5,7,7,"1,2,3,5",4,3,,,1,1,0.899999976158142,,1,,,,4,3,1,3,4,4,,,,1,1,1,4,3,4,influencer_meat_expert_oil,ftft,influencer,expert,1,5.6,6.4,,1,1,3.66666666666667,,3.66666666666667,18-34
